timestamp_iso,timestamp_ms,Stream 1,Stream 2,Stream 3,Stream 4,Stream 5,Stream 6,Stream 7,Stream 8,Stream 9,Stream 10,Stream 11,Stream 12,Stream 13,Stream 14,Stream 15,Stream 16,Stream 17,Stream 18,Stream 19,Stream 20,Stream 21,Stream 22,Stream 23,Stream 24,Stream 25,Stream 26,Stream 27,Stream 28,Stream 29,Stream 30,Stream 31,Stream 32,Stream 33,Stream 34,Stream 35,Stream 36,Stream 37,Stream 38,Stream 39,Stream 40,Stream 41,Stream 42,Stream 43,Stream 44,Stream 45,Stream 46,Stream 47,Stream 48,Stream 49,Stream 50,Stream 51,Stream 52,Stream 53,Stream 54,Stream 55,Stream 56,Stream 57,Stream 58,Stream 59,Stream 60,Stream 61,Stream 62,Stream 63,Stream 64,Stream 65,Stream 66,Stream 67,Stream 68,Stream 69,Stream 70,Stream 71,Stream 72,Stream 73,Stream 74,Stream 75,Stream 76,Stream 77,Stream 78,Stream 79,Stream 80,Stream 81,Stream 82,Stream 83,Stream 84,Stream 85,Total
2025-11-13T23:32:48.274537+00:00,1763076768274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
